subject_id,n_vertices,n_faces,non_manifold_edges,boundary_edges,status
sub-114236100_ses-3,60076,119878,2,274,NON_MANIFOLD
sub-114243100_ses-1,60076,119881,2,271,NON_MANIFOLD
sub-114259100_ses-3,60077,119869,5,288,NON_MANIFOLD
sub-114275100_ses-1,60072,119895,2,249,NON_MANIFOLD
sub-114282100_ses-3,60067,119886,1,247,NON_MANIFOLD
sub-114301100_ses-1,60072,119872,6,276,NON_MANIFOLD
sub-114308100_ses-1,60063,119859,4,269,NON_MANIFOLD
sub-114315100_ses-1,60073,119871,8,281,NON_MANIFOLD
sub-114329100_ses-1,60065,119850,0,278,OK
sub-114397100_ses-1,60066,119877,3,256,NON_MANIFOLD
sub-114402100_ses-3,60073,119877,1,268,NON_MANIFOLD
sub-114409100_ses-1,60064,119868,1,259,NON_MANIFOLD
sub-114414100_ses-3,60070,119878,2,262,NON_MANIFOLD
sub-114416100_ses-3,60067,119857,3,278,NON_MANIFOLD
sub-114421100_ses-1,60065,119868,3,263,NON_MANIFOLD
sub-114431100_ses-3,60061,119873,1,248,NON_MANIFOLD
sub-140003100_ses-4,60073,119871,1,274,NON_MANIFOLD
sub-140004100_ses-4,60077,119870,2,284,NON_MANIFOLD
sub-140006100_ses-4,60077,119865,5,292,NON_MANIFOLD
sub-140007100_ses-4,60074,119886,3,263,NON_MANIFOLD
sub-140041100_ses-4,60069,119864,1,273,NON_MANIFOLD
